,data,res
943,101477287978,10
944,101477287984,10
945,101477287990,10
946,101477287996,10
947,101477288002,10
948,101477288008,10
949,101477288014,10
950,101477288020,10
951,101477288026,10
952,101477288032,10
953,101477288038,10
954,101477288044,10
955,101477288050,10
956,101477288056,10
957,101477288062,10
958,101477288068,10
959,101477288074,10
960,101477288080,10
961,101477288086,10
962,101477288092,10
963,101477288098,10
964,101477288104,10
965,101477288110,10
966,101477288116,10
967,101477288122,10
968,101477288128,10
969,101477288134,10
970,101477288146,10
971,101477288152,10
972,101477288158,10
973,101477288164,10
974,101477288170,10
975,101477288176,10
976,101477288182,10
977,101477288188,10
978,101477288194,10
979,101477288200,10
980,101477288206,10
981,101477288212,10
982,101477288218,10
983,101477288224,10
984,101477288230,10
985,101477288236,10
986,101477288242,10
987,101477288248,10
988,101477288254,10
989,101477288260,10
990,101477288266,10
991,101477288272,10
992,101477288278,10
993,101477288284,10
994,101477288290,10
995,101477288296,10
996,101477288302,10
997,101477288308,10
998,101477288314,10
999,101477288320,10
1000,101477288344,10
1001,101477288350,10
1002,101477288356,10
1003,101477288362,10
1004,101477288368,10
1005,101477288374,10
1006,101477288380,10
1007,101477288386,10
1008,101477288392,10
1009,101477288398,10
1010,101477288404,10
1011,101477288410,10
1012,101477288416,10
1013,101477288422,10
1014,101477288428,10
1015,101477288434,10
1016,101477288440,10
1017,101477288446,10
1018,101477288452,10
1019,101477288458,10
1020,101477288464,10
1021,101477288470,10
1022,101477288476,10
1023,101477288482,10
1024,101477288488,10
1025,101477288494,10
1026,101477288500,10
1027,101477288506,10
1028,101477288512,10
1029,101477288518,10
1030,101477288542,10
1031,101477288548,10
1032,101477288554,10
1033,101477288560,10
1034,101477288566,10
1035,101477288572,10
1036,101477288578,10
1037,101477288584,10
1038,101477288590,10
1039,101477288596,10
1040,101477288602,10
1041,101477288608,10
1042,101477288614,10
1043,101477288620,10
1044,101477288626,10
1045,101477288632,10
1046,101477288638,10
1047,101477288644,10
1048,101477288650,10
1049,101477288656,10
1050,101477288662,10
1051,101477288668,10
1052,101477288674,10
1053,101477288680,10
1054,101477288686,10
1055,101477288692,10
1056,101477288698,10
1057,101477288704,10
1058,101477288710,10
1059,101477288716,10
1060,101477288722,10
1061,101477288734,10
1062,101477288740,10
1063,101477288746,10
1064,101477288752,10
1065,101477288758,10
1066,101477288764,10
1067,101477288770,10
1068,101477288776,10
1069,101477288782,10
1070,101477288788,10
1071,101477288794,10
1072,101477288800,10
1073,101477288806,10
1074,101477288812,10
1075,101477288818,10
1076,101477288824,10
1077,101477288830,10
1078,101477288836,10
1079,101477288842,10
1080,101477288848,10
1081,101477288854,10
1082,101477288860,10
1083,101477288866,10
1084,101477288872,10
1085,101477288878,10
1086,101477288884,10
1087,101477288890,10
1088,101477288896,10
1089,101477288902,10
1090,101477288908,10
1091,101477288932,10
1092,101477288938,10
1093,101477288944,10
1094,101477288950,10
1095,101477288956,10
1096,101477288962,10
1097,101477288968,10
1098,101477288974,10
1099,101477288980,10
1100,101477288986,10
1101,101477288992,10
1102,101477288998,10
1103,101477289004,10
1104,101477289010,10
1105,101477289016,10
1106,101477289022,10
1107,101477289028,10
1108,101477289034,10
1109,101477289040,10
1110,101477289046,10
1111,101477289052,10
1112,101477289058,10
1113,101477289064,10
1114,101477289070,10
1115,101477289076,10
1116,101477289082,10
1117,101477289088,10
1118,101477289094,10
1119,101477289100,10
1120,101477289106,10
1121,101477289124,10
1122,101477289130,10
1123,101477289136,10
1124,101477289142,10
1125,101477289148,10
1126,101477289154,10
1127,101477289160,10
1128,101477289166,10
1129,101477289172,10
1130,101477289178,10
1131,101477289184,10
1132,101477289190,10
1133,101477289196,10
1134,101477289202,10
1135,101477289208,10
1136,101477289214,10
1137,101477289220,10
1138,101477289226,10
1139,101477289232,10
1140,101477289238,10
1141,101477289244,10
1142,101477289250,10
1143,101477289256,10
1144,101477289262,10
1145,101477289268,10
1146,101477289274,10
1147,101477289280,10
1148,101477289286,10
1149,101477289292,10
1150,101477289298,10
1151,101477289316,10
1152,101477289322,10
1153,101477289328,10
1154,101477289334,10
1155,101477289340,10
1156,101477289346,10
1157,101477289352,10
1158,101477289358,10
1159,101477289364,10
1160,101477289370,10
1161,101477289376,10
1162,101477289382,10
1163,101477289388,10
1164,101477289394,10
1165,101477289400,10
1166,101477289406,10
1167,101477289412,10
1168,101477289418,10
1169,101477289424,10
1170,101477289430,10
1171,101477289436,10
1172,101477289442,10
1173,101477289448,10
1174,101477289454,10
1175,101477289460,10
1176,101477289466,10
1177,101477289472,10
1178,101477289478,10
1179,101477289484,10
1180,101477289490,10
1181,101477289496,10
1182,101477289520,10
1183,101477289526,10
1184,101477289532,10
1185,101477289538,10
1186,101477289544,10
1187,101477289550,10
1188,101477289556,10
1189,101477289562,10
1190,101477289568,10
1191,101477289574,10
1192,101477289580,10
1193,101477289586,10
1194,101477289592,10
1195,101477289598,10
1196,101477289604,10
1197,101477289610,10
1198,101477289616,10
1199,101477289622,10
1200,101477289628,10
1201,101477289634,10
1202,101477289640,10
1203,101477289646,10
1204,101477289652,10
1205,101477289658,10
1206,101477289664,10
1207,101477289670,10
1208,101477289676,10
1209,101477289682,10
1210,101477289688,10
1211,101477289694,10
1212,251477149204,25
1213,251477149210,25
1214,251477149216,25
1215,251477149222,25
1216,251477149228,25
1217,251477149234,25
1218,251477149240,25
1219,251477149246,25
1220,251477149252,25
1221,251477149258,25
1222,251477149264,25
1223,251477149270,25
1224,251477149276,25
1225,251477149282,25
1226,251477149288,25
1227,251477149294,25
1228,251477149300,25
1229,251477149306,25
1230,251477149312,25
1231,251477149318,25
1232,251477149324,25
1233,251477149330,25
1234,251477149336,25
1235,251477149342,25
1236,251477149348,25
1237,251477149354,25
1238,251477149360,25
1239,251477149366,25
1240,251477149372,25
1241,251477149378,25
1242,251477149390,25
1243,251477149396,25
1244,251477149402,25
1245,251477149408,25
1246,251477149414,25
1247,251477149420,25
1248,251477149426,25
1249,251477149432,25
1250,251477149438,25
1251,251477149444,25
1252,251477149450,25
1253,251477149456,25
1254,251477149462,25
1255,251477149468,25
1256,251477149474,25
1257,251477149486,25
1258,251477149492,25
1259,251477149498,25
1260,251477149504,25
1261,251477149510,25
1262,251477149516,25
1263,251477149522,25
1264,251477149528,25
1265,251477149534,25
1266,251477149540,25
1267,251477149546,25
1268,251477149552,25
1269,251477149558,25
1270,251477149564,25
1271,251477153878,25
1272,251477153884,25
1273,251477153890,25
1274,251477153896,25
1275,251477153902,25
1276,251477153908,25
1277,251477153914,25
1278,251477153920,25
1279,251477153926,25
1280,251477153932,25
1281,251477153938,25
1282,251477153944,25
1283,251477153950,25
1284,251477153956,25
1285,251477153962,25
1286,251477153968,25
1287,251477153974,25
1288,251477153986,25
1289,251477153992,25
1290,251477153998,25
1291,251477154004,25
1292,251477154010,25
1293,251477154016,25
1294,251477154022,25
1295,251477154028,25
1296,251477154034,25
1297,251477154040,25
1298,251477154046,25
1299,251477154052,25
